"Nstart","Nend.BA.Base","Nend.BA.Deac","Nend.BA.LRest","Diff.BA.Deac.tEnd","Diff.S.Deac.tEnd","Diff.BA.LRest.tEnd","Diff.S.LRest.tEnd"
109,18.8612200186358,42.5919348288867,25.6070200859832,7.39547887214041,1.85577648687504,26.0161875904828,4.27502688735439
110,19.0342587344031,42.9826865245646,25.8419468757628,7.32824724603005,1.83890579153982,25.7796767942057,4.23616300656026
111,19.2072974501704,43.3734382202424,26.0768736655425,7.26222700057032,1.82233907269712,25.5474274537174,4.19799937587053
112,19.3803361659377,43.7641899159203,26.3118004553222,7.19738568806522,1.80606818811946,25.3193254228806,4.16051723858597
113,19.553374881705,44.1549416115982,26.5467272451018,7.13369200940978,1.79008528379982,25.0952605961295,4.12369850196131
114,19.7264135974723,44.545693307276,26.7816540348815,7.0711157637132,1.77438278131035,24.8751267312511,4.08752570808446
115,19.8994523132396,44.9364450029539,27.0165808246611,7.00962780055048,1.75895336582069,24.6588212814142,4.05198200627503
116,20.0724910290069,45.3271966986317,27.2515076144408,6.94919997468367,1.74378997473603,24.4462452358847,4.01705112691059
117,20.2455297447742,45.7179483943096,27.4864344042205,6.88980510310517,1.72888578691778,24.2373029689114,3.98271735659511
118,20.4185684605416,46.1087000899875,27.7213611940001,6.8314169242653,1.71423421245237,24.0319020962935,3.94896551459007
119,20.5916071763088,46.4994517856653,27.9562879837798,6.77401005935551,1.69982888293597,23.8299533391818,3.91578093043385
120,20.7646458920761,46.8902034813432,28.1912147735595,6.71755997552754,1.68566364224483,23.6313703946886,3.88314942268024
